"syst","gen_sp","site","abund","ef","study"
"PA","Garcinia_pyrifera","VG-PSH-4",3,466.455112655065,"TEAM"
"PA","Garcinia_rostrata","VG-PSH-1",1,32.3601769964049,"TEAM"
"PA","Gardenia_tubifera","VG-PSH-6",1,30.2616565276966,"TEAM"
"PA","Gironniera_nervosa","VG-PSH-1",3,217.42800176685,"TEAM"
"PA","Gironniera_nervosa","VG-PSH-4",3,668.23798073806,"TEAM"
"PA","Gironniera_subaequalis","VG-PSH-5",3,299.805584908013,"TEAM"
"PA","Glochidion_glomerulatum","VG-PSH-3",1,37.700232766526,"TEAM"
"PA","Glochidion_hypoleucum","VG-PSH-2",2,515.013098114391,"TEAM"
"PA","Glochidion_hypoleucum","VG-PSH-4",1,50.373972132072,"TEAM"
"PA","Glochidion_hypoleucum","VG-PSH-6",8,1423.97967062648,"TEAM"
"PA","Glochidion_superbum","VG-PSH-3",3,113.096543010415,"TEAM"
"PA","Glochidion_wallichianum","VG-PSH-2",1,339.426256919588,"TEAM"
"PA","Gluta_aptera","VG-PSH-5",1,1314.76869391677,"TEAM"
"PA","Gluta_malayana","VG-PSH-2",1,477.975736438482,"TEAM"
"PA","Gluta_malayana","VG-PSH-4",2,334.143447722463,"TEAM"
"PA","Gluta_wallichii","VG-PSH-4",2,637.320971124246,"TEAM"
"PA","Gonystylus_maingayi","VG-PSH-4",1,1913.3320198999,"TEAM"
"PA","Gordonia_penangensis","VG-PSH-4",2,541.270563093656,"TEAM"
"PA","Gordonia_penangiana","VG-PSH-4",1,21.3153388152201,"TEAM"
"PA","Gordonia_penangiana","VG-PSH-5",1,387.558819647869,"TEAM"
"PA","Gymnacranthera_farquhariana","VG-PSH-4",7,2984.68526492095,"TEAM"
"PA","Gymnacranthera_farquhariana var. eugenifolia","VG-PSH-2",1,26.0594886884892,"TEAM"
"PA","Gymnacranthera_farquhariana var. eugenifolia","VG-PSH-5",1,40.8296343661035,"TEAM"
"PA","Gymnacranthera_forbesii","VG-PSH-2",1,23.7008137035705,"TEAM"
"PA","Gymnacranthera_forbesii","VG-PSH-5",11,2032.0648134148,"TEAM"
"PA","Gynotroches_axillaris","VG-PSH-4",2,35.1901395815662,"TEAM"
"PA","Helicia_petiolaris","VG-PSH-4",1,39.9128579478971,"TEAM"
"PA","Heliciopsis_ruficola","VG-PSH-4",2,771.02325306921,"TEAM"
"PA","Heliciopsis_ruficula","VG-PSH-5",1,97.2738824634907,"TEAM"
"PA","Heritiera_elata","VG-PSH-1",4,828.695030342382,"TEAM"
"PA","Heritiera_javanica","VG-PSH-1",1,45.8848519742268,"TEAM"
"PA","Heritiera_javanica","VG-PSH-3",1,210.312667580957,"TEAM"
"PA","Heritiera_simplicifolia","VG-PSH-1",4,2873.37248562181,"TEAM"
"PA","Hibiscus_macrophyllus","VG-PSH-6",24,3013.74589988631,"TEAM"
"PA","Homalium_dictyoneurum","VG-PSH-1",2,114.041267775468,"TEAM"
"PA","Homalium_grandiflorum","VG-PSH-2",1,46.4767823593333,"TEAM"
"PA","Homalium_longifolium","VG-PSH-1",5,408.882054089036,"TEAM"
"PA","Homalium_longifolium","VG-PSH-6",1,33.4692801294164,"TEAM"
"PA","Hopea_beccariana","VG-PSH-5",7,436.908079433469,"TEAM"
"PA","Hopea_dryobalanoides","VG-PSH-1",65,7325.53960541861,"TEAM"
"PA","Hopea_dryobalanoides","VG-PSH-2",2,1547.13815310329,"TEAM"
"PA","Hopea_dryobalanoides","VG-PSH-4",1,49.4751752735461,"TEAM"
"PA","Hopea_mengarawan","VG-PSH-5",1,364.501773178851,"TEAM"
"PA","Hopea_sangal","VG-PSH-1",1,328.765918587046,"TEAM"
"PA","Horsfieldia_fulva","VG-PSH-4",2,998.737259527795,"TEAM"
"PA","Horsfieldia_horsefieldia polysphelura var. sumatrana","VG-PSH-6",1,20.9279451616429,"TEAM"
"PA","Horsfieldia_polyspherula","VG-PSH-1",2,55.6872576113055,"TEAM"
"PA","Horsfieldia_sucosa","VG-PSH-4",1,420.327987722656,"TEAM"
"PA","Horsfieldia_superba","VG-PSH-1",2,424.78349791688,"TEAM"
"PA","Hunteria_zeylanica","VG-PSH-4",2,342.184663904357,"TEAM"
"PA","Hydnocarpus_castanea","VG-PSH-4",1,23.4995964461405,"TEAM"
"PA","Hydnocarpus_castanea","VG-PSH-5",10,767.339712237775,"TEAM"
"PA","Hydnocarpus_filipes","VG-PSH-5",3,178.861117236044,"TEAM"
"PA","Hydnocarpus_kunstleri","VG-PSH-4",5,3002.13726111495,"TEAM"
"PA","Hydnocarpus_kunstleri","VG-PSH-5",2,679.167992996221,"TEAM"
"PA","Hydnocarpus_woodii","VG-PSH-2",2,130.982993479679,"TEAM"
"PA","Hydnocarpus_woodii","VG-PSH-4",3,1336.4302031987,"TEAM"
"PA","Intsia_palembanica","VG-PSH-1",3,499.47936997536,"TEAM"
"PA","Intsia_palembanica","VG-PSH-6",1,66.8801372479987,"TEAM"
"PA","Irvingia_malayana","VG-PSH-1",2,342.653810670724,"TEAM"
"PA","Irvingia_malayana","VG-PSH-2",2,533.682817737851,"TEAM"
"PA","Ixonanthes_icosandra","VG-PSH-1",6,490.816090491178,"TEAM"
"PA","Ixonanthes_icosandra","VG-PSH-5",3,650.233138194494,"TEAM"
"PA","Ixonanthes_icosandra","VG-PSH-6",1,41.7218556224295,"TEAM"
"PA","Kibatalia_maingayi","VG-PSH-1",1,25.4441596690139,"TEAM"
"PA","Knema_conferta","VG-PSH-1",2,72.6457619285607,"TEAM"
"PA","Knema_conferta","VG-PSH-2",7,907.115104139501,"TEAM"
"PA","Knema_conferta","VG-PSH-3",6,537.264751472462,"TEAM"
"PA","Knema_curtisii","VG-PSH-3",1,28.8990343840199,"TEAM"
"PA","Knema_furfuracea","VG-PSH-1",3,122.175870634593,"TEAM"
"PA","Knema_furfuracea","VG-PSH-2",1,82.1893623976303,"TEAM"
"PA","Knema_furfuracea","VG-PSH-4",2,63.4984120972402,"TEAM"
"PA","Knema_furfuracea","VG-PSH-5",9,569.175443544101,"TEAM"
"PA","Knema_hookeriana","VG-PSH-1",1,457.434677176631,"TEAM"
"PA","Knema_hookeriana","VG-PSH-5",1,228.821479195639,"TEAM"
"PA","Knema_intermedia","VG-PSH-3",1,44.3445318788048,"TEAM"
"PA","Knema_kunstleri","VG-PSH-4",1,98.9894792570504,"TEAM"
"PA","Knema_kunstleri","VG-PSH-5",1,88.4258956463698,"TEAM"
"PA","Knema_kuntsleri","VG-PSH-5",1,29.5431360183292,"TEAM"
"PA","Knema_patentinervia","VG-PSH-1",1,105.963547039013,"TEAM"
"PA","Knema_pseudolaurina","VG-PSH-3",1,42.695021216357,"TEAM"
"PA","Knema_scortechinii","VG-PSH-1",1,80.9753626251896,"TEAM"
"PA","Knema_scortechinii","VG-PSH-2",2,65.4538418867068,"TEAM"
"PA","Knema_scortechinii","VG-PSH-3",2,126.340824223695,"TEAM"
"PA","Knema_stenophylla","VG-PSH-5",2,99.5423174615681,"TEAM"
"PA","Knema_tomentosa","VG-PSH-1",1,316.306641214458,"TEAM"
"PA","Kokoona_reflexa","VG-PSH-1",1,27.8016873588777,"TEAM"
"PA","Koompassia_malaccensis","VG-PSH-4",3,2989.59070597639,"TEAM"
"PA","Koompassia_malaccensis","VG-PSH-5",4,4239.79769690247,"TEAM"
"PA","Koompassia_malaccensis","VG-PSH-6",1,108.839528576069,"TEAM"
"PA","Lansium_domesticum","VG-PSH-1",1,42.6533963383546,"TEAM"
"PA","Licania_splendens","VG-PSH-1",1,40.1686543000849,"TEAM"
"PA","Licania_splendens","VG-PSH-3",1,79.4733064976257,"TEAM"
"PA","Lithocarpus_conocarpus","VG-PSH-1",1,175.62121907253,"TEAM"
"PA","Lithocarpus_curtisii","VG-PSH-1",14,1709.33191402222,"TEAM"
"PA","Lithocarpus_cyclophorus","VG-PSH-1",1,67.8168611609359,"TEAM"
"PA","Lithocarpus_cyclophorus","VG-PSH-4",2,1198.3054646768,"TEAM"
"PA","Lithocarpus_cyclophorus","VG-PSH-5",1,54.5281063421203,"TEAM"
"PA","Lithocarpus_cyclophorus","VG-PSH-6",1,64.3263783799642,"TEAM"
"PA","Lithocarpus_encleisocarpus","VG-PSH-3",1,120.647902788747,"TEAM"
"PA","Lithocarpus_encleisocarpus","VG-PSH-4",1,190.791933400227,"TEAM"
"PA","Lithocarpus_encleisocarpus","VG-PSH-5",1,67.8168611609359,"TEAM"
"PA","Lithocarpus_ewyckii","VG-PSH-1",2,837.909588057526,"TEAM"
"PA","Lithocarpus_ewyckii","VG-PSH-2",2,1366.56912804142,"TEAM"
"PA","Lithocarpus_ewyckii","VG-PSH-4",4,1302.67045125304,"TEAM"
"PA","Lithocarpus_ewyckii","VG-PSH-5",6,1896.41042068112,"TEAM"
"PA","Lithocarpus_ewyckii","VG-PSH-6",6,1505.26771666882,"TEAM"
"PA","Lithocarpus_lucidus","VG-PSH-1",4,2072.48393021249,"TEAM"
"PA","Lithocarpus_lucidus","VG-PSH-5",4,1583.72550508957,"TEAM"
"PA","Lithocarpus_rassa","VG-PSH-1",1,40.3602842799164,"TEAM"
"PA","Lithocarpus_rassa","VG-PSH-4",1,141.885051064683,"TEAM"
"PA","Lithocarpus_sundaicus","VG-PSH-1",4,1040.98229305362,"TEAM"
"PA","Lithocarpus_sundaicus","VG-PSH-4",1,246.069062773582,"TEAM"
"PA","Lithocarpus_sundaicus","VG-PSH-5",2,562.599228109919,"TEAM"
"PA","Lithocarpus_wallichianus","VG-PSH-1",3,1016.50504902843,"TEAM"
"PA","Lithocarpus_wallichianus","VG-PSH-2",1,1261.02027792447,"TEAM"
"PA","Lithocarpus_wallichianus","VG-PSH-5",2,1638.8438204534,"TEAM"
"PA","Lithocarpus_wrayi","VG-PSH-1",2,87.7632835225644,"TEAM"
"PA","Lithocarpus_wrayi","VG-PSH-2",1,26.0475740263155,"TEAM"
"PA","Lithocarpus_wrayi","VG-PSH-6",3,1101.11391364944,"TEAM"
"PA","Litsea_castanea","VG-PSH-2",1,199.027904216623,"TEAM"
"PA","Litsea_costalis","VG-PSH-2",3,211.646696446367,"TEAM"
"PA","Litsea_costalis","VG-PSH-3",2,1089.90122692913,"TEAM"
"PA","Litsea_curtisii","VG-PSH-5",1,19.175392797102,"TEAM"
"PA","Litsea_curtisii","VG-PSH-6",4,104.808630465056,"TEAM"
"PA","Litsea_machilifolia","VG-PSH-6",1,38.0644051237984,"TEAM"
"PA","Litsea_nidularis","VG-PSH-2",2,99.5311607991598,"TEAM"
"PA","Litsea_nidularis","VG-PSH-3",1,3223.13465535662,"TEAM"
"PA","Litsea_resinosa","VG-PSH-1",1,21.5341446449025,"TEAM"
"PA","Litsea_wrayi","VG-PSH-1",1,47.791729230439,"TEAM"
"PA","Litsea_wrayi","VG-PSH-2",1,267.655386246618,"TEAM"
"PA","Macaranga_gigantea","VG-PSH-6",13,690.090850497564,"TEAM"
"PA","Macaranga_heynei","VG-PSH-6",24,729.93197602407,"TEAM"
"PA","Macaranga_hypoleuca","VG-PSH-2",1,130.113128109854,"TEAM"
"PA","Macaranga_hypoleuca","VG-PSH-4",4,581.422919085176,"TEAM"
"PA","Macaranga_hypoleuca","VG-PSH-5",8,494.66850231891,"TEAM"
"PA","Macaranga_hypoleuca","VG-PSH-6",1,500.772207893053,"TEAM"
"PA","Macaranga_tanarius","VG-PSH-3",1,62.2299077945479,"TEAM"
"PA","Macaranga_tanarius","VG-PSH-6",18,856.683086068148,"TEAM"
"PA","Maclurodendron_porteri","VG-PSH-2",1,49.2545505291371,"TEAM"
"PA","Macropanax_maingayi","VG-PSH-3",9,1707.17138012602,"TEAM"
"PA","Madhuca_laurifolia","VG-PSH-2",2,93.0430882266722,"TEAM"
"PA","Madhuca_unknown","VG-PSH-5",1,637.961071909955,"TEAM"
"PA","Magnolia_elegans","VG-PSH-2",3,786.94768896655,"TEAM"
"PA","Mallotus_barbatus","VG-PSH-6",3,74.8195633098904,"TEAM"
"PA","Mallotus_griffithianus","VG-PSH-2",4,124.809432948912,"TEAM"
"PA","Mallotus_kingii","VG-PSH-3",2,53.4100096591345,"TEAM"
"PA","Mallotus_macrostachyus","VG-PSH-3",2,84.8949474282391,"TEAM"
"PA","Mallotus_paniculatus","VG-PSH-3",2,77.5881926155671,"TEAM"
"PA","Mallotus_paniculatus","VG-PSH-6",1,56.5180962162499,"TEAM"
"PA","Mallotus_peltatus","VG-PSH-2",1,47.5268274414687,"TEAM"
"PA","Mallotus_penangensis","VG-PSH-4",3,82.4335148499265,"TEAM"
"PA","Mallotus_subpeltatus","VG-PSH-2",2,56.9286183080497,"TEAM"
"PA","Mangifera_gracilipes","VG-PSH-1",1,41.6778053539694,"TEAM"
"PA","Mangifera_gracilipes","VG-PSH-4",2,822.981091720109,"TEAM"
"PA","Mangifera_indica","VG-PSH-1",1,1074.53699702532,"TEAM"
"PA","Mangifera_lagenifera","VG-PSH-4",2,623.15220133049,"TEAM"
"PA","Mangifera_lanegifera","VG-PSH-2",1,471.400827696428,"TEAM"
"PA","Mangifera_quadrifida","VG-PSH-5",1,28.9212674995109,"TEAM"
"PA","Mangifera_quadrifida var. longipetiolata","VG-PSH-4",1,104.239508732205,"TEAM"
"PA","Mastixia_pentandra ssp. scortechinii","VG-PSH-4",1,238.10317063286,"TEAM"
"PA","Mastixia_pentandra ssp. scortechinii","VG-PSH-5",1,35.635195430966,"TEAM"
"PA","Melanochyla_angustifolia","VG-PSH-5",1,35.4054900628827,"TEAM"
"PA","Melanochyla_auriculata","VG-PSH-1",1,118.052405381433,"TEAM"
"PA","Melanochyla_fulvinervis","VG-PSH-5",2,317.632175481272,"TEAM"
"PA","Melicope_glabra","VG-PSH-2",7,1079.52384372431,"TEAM"
"PA","Melicope_glabra","VG-PSH-4",3,688.824717650454,"TEAM"
"PA","Melicope_glabra","VG-PSH-6",1,154.209338804888,"TEAM"
"PA","Melicope_lunu-ankenda","VG-PSH-2",1,383.382083580208,"TEAM"
"PA","Memecylon_cantleyi","VG-PSH-1",1,40.6958415302676,"TEAM"
"PA","Memecylon_oleifolium","VG-PSH-1",1,114.861060494044,"TEAM"
"PA","Memecylon_unknown","VG-PSH-4",1,240.225697536433,"TEAM"
"PA","Mesua_corneri","VG-PSH-3",1,34.0691037097798,"TEAM"
"PA","Mesua_ferrea","VG-PSH-1",8,514.329813703258,"TEAM"
"PA","Mesua_ferrea","VG-PSH-4",1,225.397336990494,"TEAM"
"PA","Mesua_grandis","VG-PSH-1",2,299.273751764644,"TEAM"
"PA","Mesua_kunstleri","VG-PSH-2",1,53.3789846868947,"TEAM"
"PA","Mesua_kunstleri","VG-PSH-4",1,79.6613952553951,"TEAM"
"PA","Mesua_kunstleri","VG-PSH-5",7,2436.81623341134,"TEAM"
"PA","Mesua_kuntsleri","VG-PSH-3",1,26.0211819999425,"TEAM"
"PA","Mesua_lepidota","VG-PSH-1",1,24.0573805694512,"TEAM"
"PA","Mesua_racemosa","VG-PSH-1",3,223.176416112415,"TEAM"
"PA","Mesua_racemosa","VG-PSH-2",1,66.910659817391,"TEAM"
"PA","Mesua_racemosa","VG-PSH-4",3,345.737599681276,"TEAM"
"PA","Mesua_wrayi","VG-PSH-2",1,53.3789846868947,"TEAM"
"PA","Mesua_wrayi","VG-PSH-4",1,86.5567922682956,"TEAM"
"PA","Microcos_fibrocarpa","VG-PSH-6",1,37.7909358754117,"TEAM"
"PA","Microcos_latifolia","VG-PSH-3",1,44.7947748630443,"TEAM"
"PA","Microcos_laurifolia","VG-PSH-1",4,341.045643571319,"TEAM"
"PA","Monocarpia_marginalis","VG-PSH-1",2,73.344558311587,"TEAM"
"PA","Monocarpia_marginalis","VG-PSH-3",1,30.8732815169345,"TEAM"
"PA","Myristica_cinammomea","VG-PSH-5",4,697.248226730453,"TEAM"
"PA","Myristica_cinnamomea","VG-PSH-4",1,105.213252786666,"TEAM"
"PA","Myristica_elliptica","VG-PSH-1",1,27.1161942996597,"TEAM"
"PA","Myristica_elliptica","VG-PSH-2",3,421.650981387274,"TEAM"
"PA","Myristica_gigantea","VG-PSH-1",2,74.8110389172,"TEAM"
"PA","Myristica_gigantea","VG-PSH-2",3,131.305602451349,"TEAM"
"PA","Myristica_maingayi","VG-PSH-1",1,39.5903659644726,"TEAM"
"PA","Nageia_wallichiana","VG-PSH-4",1,3444.38547588291,"TEAM"
"PA","Nauclea_officinalis","VG-PSH-1",1,48.6485417568417,"TEAM"
"PA","Nauclea_officinalis","VG-PSH-6",2,92.9415170894899,"TEAM"
"PA","Nauclea_subdita","VG-PSH-2",1,73.0035875954904,"TEAM"
"PA","Nauclea_subdita","VG-PSH-4",2,108.075224436004,"TEAM"
"PA","Neesia_synandra","VG-PSH-2",1,78.258483575247,"TEAM"
"PA","Neobalanocarpus_heimii","VG-PSH-1",8,3218.44522336299,"TEAM"
"PA","Neonauclea_ochreinauclea maingayi","VG-PSH-6",1,123.414153844621,"TEAM"
"PA","Neoscortechinia_kingii","VG-PSH-1",2,250.235511768673,"TEAM"
"PA","Neoscortechinia_kingii","VG-PSH-5",1,61.3065811058993,"TEAM"
"PA","Nephelium_costatum","VG-PSH-3",2,420.133538251495,"TEAM"
"PA","Nephelium_costatum","VG-PSH-4",1,1027.69146029595,"TEAM"
"PA","Nephelium_costatum","VG-PSH-6",1,215.136782913331,"TEAM"
"PA","Nephelium_cuspidatum","VG-PSH-1",1,29.716003986767,"TEAM"
"PA","Nephelium_cuspidatum","VG-PSH-2",1,73.38583295558,"TEAM"
"PA","Nephelium_cuspidatum var. ophioides","VG-PSH-1",1,36.8970375075264,"TEAM"
"PA","Nephelium_eriopetalum","VG-PSH-2",1,149.45516651438,"TEAM"
"PA","Nephelium_maingayi","VG-PSH-2",1,295.718892081026,"TEAM"
"PA","Nephelium_maingayi","VG-PSH-3",1,5323.95019247551,"TEAM"
"PA","Nephelium_maingayi","VG-PSH-5",1,34.3952509196957,"TEAM"
"PA","Nephelium_maingayi","VG-PSH-6",1,31.2283395025155,"TEAM"
"PA","Nephelium_ophoides","VG-PSH-6",3,157.185727599554,"TEAM"
"PA","Norrisia_maior","VG-PSH-6",1,24.4413478675732,"TEAM"
"PA","Norrisia_malaccensis","VG-PSH-6",5,353.875903677171,"TEAM"
"PA","Nothaphoebe_umbelliflora","VG-PSH-1",1,62.4040590361167,"TEAM"
"PA","Nothaphoebe_umbelliflora","VG-PSH-3",2,441.782468214285,"TEAM"
"PA","Ochanostachys_amentacea","VG-PSH-1",2,94.3925706415285,"TEAM"
"PA","Ochanostachys_amentacea","VG-PSH-2",8,10430.5644801414,"TEAM"
"PA","Ochanostachys_amentacea","VG-PSH-4",2,3494.57743444018,"TEAM"
"PA","Ochanostachys_amentacea","VG-PSH-5",5,2425.22697644672,"TEAM"
"PA","Ormosia_venosa","VG-PSH-1",1,109.6172684349,"TEAM"
"PA","Palaquium_hispidum","VG-PSH-4",1,586.548310358316,"TEAM"
"PA","Palaquium_maingayi","VG-PSH-2",1,67.3949129919802,"TEAM"
"PA","Palaquium_obovatum","VG-PSH-1",1,355.887096284019,"TEAM"
"PA","Palaquium_obovatum","VG-PSH-4",3,2023.34649093366,"TEAM"
"PA","Palaquium_obovatum","VG-PSH-5",1,1170.82724967663,"TEAM"
"PA","Palaquium_rostratum","VG-PSH-4",2,602.191490700108,"TEAM"
"PA","Palaquium_stellatum","VG-PSH-1",2,53.7634191019282,"TEAM"
"PA","Palaquium_stellatum","VG-PSH-2",1,96.1254122039758,"TEAM"
"PA","Paranephelium_xestophyllum","VG-PSH-3",3,873.629730395414,"TEAM"
"PA","Parashorea_densiflora","VG-PSH-1",1,51.0768395552603,"TEAM"
"PA","Parinari_oblongifolia","VG-PSH-1",1,33.9619617783784,"TEAM"
"PA","Parishia_insignis","VG-PSH-1",2,600.393553038521,"TEAM"
"PA","Parkia_speciosa","VG-PSH-1",2,380.781304896658,"TEAM"
"PA","Parkia_speciosa","VG-PSH-2",1,396.20840486235,"TEAM"
"PA","Paropsia_varecifomis","VG-PSH-1",7,644.844910659155,"TEAM"
"PA","Paropsia_varecifomis","VG-PSH-6",1,25.6550710584312,"TEAM"
"PA","Payena_lucida","VG-PSH-1",8,391.701788928245,"TEAM"
"PA","Payena_lucida","VG-PSH-2",5,667.539568417565,"TEAM"
"PA","Payena_lucida","VG-PSH-3",3,276.32924033033,"TEAM"
"PA","Payena_lucida","VG-PSH-4",3,317.159018059628,"TEAM"
"PA","Payena_lucida","VG-PSH-6",1,164.79937949525,"TEAM"
"PA","Pellacalyx_saccardianus","VG-PSH-2",17,1214.09443598239,"TEAM"
"PA","Pellacalyx_saccardianus","VG-PSH-3",1,98.8977276118328,"TEAM"
"PA","Pellacalyx_saccardianus","VG-PSH-4",11,369.636441808195,"TEAM"
"PA","Pellacalyx_saccardianus","VG-PSH-5",6,215.92743507025,"TEAM"
"PA","Pellacalyx_saccardianus","VG-PSH-6",2,102.017567174161,"TEAM"
"PA","Pentace_strychnoidea","VG-PSH-2",1,64.0163029716122,"TEAM"
"PA","Pentace_strychnoidea","VG-PSH-4",7,1056.9904270857,"TEAM"
"PA","Pentace_strychnoidea","VG-PSH-5",7,1987.01354296763,"TEAM"
"PA","Pentace_strychnoidea","VG-PSH-6",1,1311.60787263801,"TEAM"
"PA","Pentaspadon_motleyi","VG-PSH-1",12,3148.9568127954,"TEAM"
"PA","Persea_declinata","VG-PSH-3",1,2586.2248856304,"TEAM"
"PA","Persea_declinata","VG-PSH-5",10,1413.92068498783,"TEAM"
"PA","Persea_declinata","VG-PSH-6",10,1189.7797555872,"TEAM"
"PA","Pertusadina_eurhyncha","VG-PSH-5",1,2614.37598878651,"TEAM"
"PA","Pimelodendron_griffithianum","VG-PSH-1",15,867.369350914849,"TEAM"
"PA","Pimelodendron_griffithianum","VG-PSH-2",3,125.175745742015,"TEAM"
"PA","Pimelodendron_griffithianum","VG-PSH-4",2,714.295978797237,"TEAM"
"PA","Pimelodendron_griffithianum","VG-PSH-5",6,782.759776841837,"TEAM"
"PA","Platymitra_macrocarpa","VG-PSH-4",3,444.435429274408,"TEAM"
"PA","Platymitra_microcarpa","VG-PSH-2",1,134.114525883286,"TEAM"
"PA","Podocarpus_neriifolius","VG-PSH-5",1,172.170828603908,"TEAM"
"PA","Polyalthia_clavigera","VG-PSH-1",1,32.0895604069287,"TEAM"
"PA","Polyalthia_clavigera","VG-PSH-3",2,430.633524129755,"TEAM"
"PA","Polyalthia_hypoleuca","VG-PSH-2",1,165.599010928441,"TEAM"
"PA","Polyalthia_hypoleuca","VG-PSH-4",1,42.81947061647,"TEAM"
"PA","Polyalthia_jenkensii","VG-PSH-1",2,68.6662197650673,"TEAM"
"PA","Polyalthia_jenkensii","VG-PSH-4",1,47.1251740184528,"TEAM"
"PA","Polyalthia_obliqua","VG-PSH-6",1,83.507823739643,"TEAM"
"PA","Polyalthia_rumphii","VG-PSH-1",2,146.268615310278,"TEAM"
"PA","Polyalthia_rumphii","VG-PSH-2",1,82.2527447980966,"TEAM"
"PA","Polyalthia_rumphii","VG-PSH-3",1,394.180052904299,"TEAM"
"PA","Polyalthia_sclerophylla","VG-PSH-3",1,50.755253914405,"TEAM"
"PA","Polyalthia_sclerophylla","VG-PSH-4",1,523.042267649456,"TEAM"
"PA","Polyalthia_sumatrana","VG-PSH-1",1,24.966662701473,"TEAM"
"PA","Polyalthia_sumatrana","VG-PSH-2",1,108.124405320588,"TEAM"
"PA","Polyalthia_unknown","VG-PSH-2",1,350.889070460657,"TEAM"
"PA","Pometia_pinnata","VG-PSH-1",5,1285.88056098889,"TEAM"
"PA","Pometia_pinnata","VG-PSH-3",1,647.562095840444,"TEAM"
"PA","Popowia_tomentosa","VG-PSH-2",2,104.530581940505,"TEAM"
"PA","Porterandia_anisophylla","VG-PSH-1",4,237.440172977344,"TEAM"
"PA","Porterandia_anisophylla","VG-PSH-2",2,272.596152407755,"TEAM"
"PA","Pouteria_malaccensis","VG-PSH-4",1,939.463351017843,"TEAM"
"PA","Prainea_limpeta","VG-PSH-1",1,53.6575694184712,"TEAM"
"PA","Prunus_grisea","VG-PSH-1",5,347.368731381127,"TEAM"
"PA","Pseuduvaria_macrophylla","VG-PSH-1",1,20.4465574120354,"TEAM"
"PA","Pseuduvaria_macrophylla","VG-PSH-3",1,38.9401515330695,"TEAM"
"PA","Pternandra_caerulescens","VG-PSH-4",3,3886.16547492995,"TEAM"
"PA","Pternandra_caerulescens","VG-PSH-5",8,1071.90895680266,"TEAM"
"PA","Pternandra_echinata","VG-PSH-4",6,319.815973943812,"TEAM"
"PA","Pternandra_echinata","VG-PSH-5",2,127.176831505735,"TEAM"
"PA","Pternandra_echinata","VG-PSH-6",6,1412.0673415384,"TEAM"
"PA","Pterospermum_acerifolium","VG-PSH-3",1,239.328822885745,"TEAM"
"PA","Pterospermum_diversifolium","VG-PSH-3",1,26.3955048572208,"TEAM"
"PA","Pterospermum_javanicum","VG-PSH-3",4,6126.66728611156,"TEAM"
"PA","Ptychopyxis_costata","VG-PSH-5",5,928.867769684945,"TEAM"
"PA","Pyrenaria_acuminata","VG-PSH-5",1,45.8145804742636,"TEAM"
"PA","Quercus_argentata","VG-PSH-1",15,2848.38948057069,"TEAM"
"PA","Quercus_gemelliflora","VG-PSH-1",2,1107.27941258707,"TEAM"
"PA","Radermachera_glandulosa","VG-PSH-3",5,369.358168291378,"TEAM"
"PA","Radermachera_glandulosa","VG-PSH-6",1,27.9466731667373,"TEAM"
"PA","Rhodamnia_cinerea","VG-PSH-4",1,67.1095311344626,"TEAM"
"PA","Rhodamnia_cinerea","VG-PSH-5",4,1228.0640338087,"TEAM"
"PA","Ryparosa_falcifera","VG-PSH-4",1,197.543441368813,"TEAM"
"PA","Ryparosa_falcifera","VG-PSH-5",2,247.739466005096,"TEAM"
"PA","Ryparosa_kunstleri","VG-PSH-1",2,98.0898267198987,"TEAM"
"PA","Ryparosa_wallichianum","VG-PSH-2",1,86.1138619753648,"TEAM"
"PA","Sandoricum_koetjape","VG-PSH-2",1,87.1909991730104,"TEAM"
"PA","Sandoricum_koetjape","VG-PSH-4",1,40.0220667407401,"TEAM"
"PA","Sandoricum_koetjape","VG-PSH-5",3,92.6129346476345,"TEAM"
"PA","Santiria_apiculata","VG-PSH-1",2,54.9909322200554,"TEAM"
"PA","Santiria_apiculata","VG-PSH-2",1,22.660089335646,"TEAM"
"PA","Santiria_conferta","VG-PSH-4",1,158.357208291817,"TEAM"
"PA","Santiria_laevigata","VG-PSH-1",3,298.632732473527,"TEAM"
"PA","Santiria_laevigata","VG-PSH-2",4,9828.82927892026,"TEAM"
"PA","Santiria_laevigata","VG-PSH-4",2,2846.13018500619,"TEAM"
"PA","Santiria_laevigata","VG-PSH-5",3,3309.05558753653,"TEAM"
"PA","Santiria_laevigata","VG-PSH-6",1,145.534430830998,"TEAM"
"PA","Santiria_oblongifolia","VG-PSH-1",2,47.0635171313033,"TEAM"
"PA","Santiria_oblongifolia","VG-PSH-4",1,64.2798304532645,"TEAM"
"PA","Santiria_rubiginosa","VG-PSH-4",4,494.942815076474,"TEAM"
"PA","Santiria_rubiginosa","VG-PSH-5",3,208.583958715021,"TEAM"
"PA","Santiria_rubiginosa","VG-PSH-6",1,38.9656839658426,"TEAM"
"PA","Santiria_tomentosa","VG-PSH-1",2,53.7468708389256,"TEAM"
"PA","Santiria_tomentosa","VG-PSH-2",1,75.6941953598119,"TEAM"
"PA","Santiria_tomentosa","VG-PSH-4",3,421.705862048527,"TEAM"
"PA","Sapium_baccatum","VG-PSH-2",1,457.602852966973,"TEAM"
"PA","Sapium_baccatum","VG-PSH-4",23,8839.12519835929,"TEAM"
"PA","Sapium_baccatum","VG-PSH-5",2,101.318148676294,"TEAM"
