"","Family","Genus","Species","Diameter","POM.Height","Sampling.Period","X1ha.Plot.X.Coordinate","X1ha.Plot.Y.Coordinate","X1ha.Plot.Number","Gen_sp","Year","density","biomass","carbon"
"1","Putranjivaceae","Drypetes","standleyi",35.8,1.3,2010.01,97.7,68.1,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,1342.79155207994,671.39577603997
"2","Burseraceae","Protium","tenuifolium",32,1.3,2010.01,80.8,81,"VG-BCI-1","Protium_tenuifolium","2010",0.575724137931034,820.463410936428,410.231705468214
"3","Myristicaceae","Virola","surinamensis",57.7,1.3,2010.01,92,88.7,"VG-BCI-1","Virola_surinamensis","2010",0.473015873015873,2960.87109138915,1480.43554569458
"4","Myristicaceae","Virola","surinamensis",28,1.3,2010.01,94.1,82.6,"VG-BCI-1","Virola_surinamensis","2010",0.473015873015873,477.568533391164,238.784266695582
"6","Malvaceae","Sterculia","recordiana",34.7,1.3,2010.01,94.3,48.9,"VG-BCI-1","Sterculia_recordiana","2010",0.426569620253165,748.179809039801,374.089904519901
"7","Burseraceae","Tetragastris","panamensis",38.1,1.3,2010.01,88.1,61,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,1580.72850378265,790.364251891323
"8","Meliaceae","Trichilia","tuberculata",20.8,1.3,2010.01,80.8,63.9,"VG-BCI-1","Trichilia_tuberculata","2010",0.63409756097561,294.612832669271,147.306416334635
"9","Lauraceae","Beilschmiedia","pendula",32.3,1.3,2010.01,80.6,64.9,"VG-BCI-1","Beilschmiedia_pendula","2010",0.573984848484848,837.834172152017,418.917086076009
"10","Putranjivaceae","Drypetes","standleyi",22,1.3,2010.01,83.9,68.5,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,380.568573635748,190.284286817874
"11","Polygonaceae","Coccoloba","padiformis",21.1,1.3,2010.01,86,72.7,"VG-BCI-1","Coccoloba_padiformis","2010",0.687333333333333,331.590723972327,165.795361986164
"12","Apocynaceae","Lacmellea","panamensis",12.9,1.3,2010.01,85.7,79.1,"VG-BCI-1","Lacmellea_panamensis","2010",0.5048,66.2927060692554,33.1463530346277
"13","Malvaceae","Apeiba","membranacea",48.9,2.43,2010.01,99,79.1,"VG-BCI-1","Apeiba_membranacea","2010",0.278333333333333,1159.21861220552,579.609306102761
"14","Putranjivaceae","Drypetes","standleyi",34.6,1.3,2010.01,99.8,75.8,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,1230.84219003244,615.421095016219
"15","Moraceae","Pseudolmedia","spuria",25.4,1.3,2010.01,80.8,4.1,"VG-BCI-1","Pseudolmedia_spuria","2010",0.64444,505.086152690008,252.543076345004
"16","Lauraceae","Beilschmiedia","pendula",29.4,1.3,2010.01,85.3,6.9,"VG-BCI-1","Beilschmiedia_pendula","2010",0.573984848484848,657.498353968874,328.749176984437
"17","Rubiaceae","Alseis","blackiana",24.1,1.3,2010.01,82.8,9.9,"VG-BCI-1","Alseis_blackiana","2010",0.643,439.417300931053,219.708650465527
"18","Lauraceae","Beilschmiedia","pendula",41,3,2010.01,84.7,16.3,"VG-BCI-1","Beilschmiedia_pendula","2010",0.573984848484848,1537.92355181556,768.961775907778
"19","Rubiaceae","Alseis","blackiana",29.1,1.3,2010.01,94.9,16.8,"VG-BCI-1","Alseis_blackiana","2010",0.643,717.284181320273,358.642090660137
"20","Burseraceae","Tetragastris","panamensis",59,2.4,2010.01,92.1,11.3,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,4694.30898906283,2347.15449453142
"21","Rubiaceae","Alseis","blackiana",30.1,1.3,2010.01,98,12.8,"VG-BCI-1","Alseis_blackiana","2010",0.643,782.696725239252,391.348362619626
"22","Malvaceae","Apeiba","membranacea",57.8,3,2010.01,95.5,1.8,"VG-BCI-1","Apeiba_membranacea","2010",0.278333333333333,1749.62182782695,874.810913913476
"23","Fabaceae","Enterolobium","schomburgkii",64.3,3.3,2010.01,88.1,28.6,"VG-BCI-1","Enterolobium_schomburgkii","2010",0.524258064516129,4267.54649731769,2133.77324865884
"24","Bignoniaceae","Jacaranda","copaia",56.3,1.3,2010.01,82.8,34.1,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,2436.47604434918,1218.23802217459
"25","Bignoniaceae","Jacaranda","copaia",31.6,1.3,2010.01,90.8,56.4,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,570.276942024737,285.138471012369
"26","Bignoniaceae","Jacaranda","copaia",41.6,1.3,2010.01,93.4,55.4,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,1148.76306403468,574.38153201734
"27","Burseraceae","Protium","tenuifolium",32.2,2.71,2010.01,60.7,8.2,"VG-BCI-1","Protium_tenuifolium","2010",0.575724137931034,833.705427541608,416.852713770804
"28","Burseraceae","Protium","tenuifolium",15.4,2.71,2010.01,60.7,8.2,"VG-BCI-1","Protium_tenuifolium","2010",0.575724137931034,120.965153751224,60.482576875612
"29","Rubiaceae","Alseis","blackiana",28.1,1.3,2010.01,77.1,12.5,"VG-BCI-1","Alseis_blackiana","2010",0.643,655.213661107849,327.606830553925
"30","Burseraceae","Tetragastris","panamensis",28.8,1.3,2010.01,74.2,11.5,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,771.403591711615,385.701795855807
"31","Fabaceae","Copaifera","aromatica",43.8,1.3,2010.01,74.2,6.6,"VG-BCI-1","Copaifera_aromatica","2010",0.611078947368421,1933.34290826382,966.671454131911
"32","Bignoniaceae","Jacaranda","copaia",59,1.3,2010.01,78.5,55.4,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,2731.60424822631,1365.80212411316
"33","Rubiaceae","Guettarda","foliacea",20.5,1.3,2010.01,73.6,55.7,"VG-BCI-1","Guettarda_foliacea","2010",0.743333333333333,332.424880713271,166.212440356636
"34","Putranjivaceae","Drypetes","standleyi",22.2,1.3,2010.01,71.9,52.5,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,389.706092180322,194.853046090161
"35","Moraceae","Ficus","maxima",24.5,3.6,2010.01,77.1,51.5,"VG-BCI-1","Ficus_maxima","2010",0.411509803921569,293.569399238274,146.784699619137
"36","Rubiaceae","Alseis","blackiana",24.3,1.3,2010.01,72.3,46.1,"VG-BCI-1","Alseis_blackiana","2010",0.643,449.00335767091,224.501678835455
"37","Elaeocarpaceae","Sloanea","zuliaensis",31.3,1.3,2010.01,66,60.3,"VG-BCI-1","Sloanea_zuliaensis","2010",0.622122807017544,837.556181505054,418.778090752527
"38","Fabaceae","Vatairea","erythrocarpa",23.3,1.3,2010.01,62.5,72.5,"VG-BCI-1","Vatairea_erythrocarpa","2010",0.6743,421.888755954725,210.944377977363
"39","Myristicaceae","Virola","sebifera",46.7,3,2010.01,71.6,73.2,"VG-BCI-1","Virola_sebifera","2010",0.473015873015873,1756.82344562029,878.411722810144
"40","Clusiaceae","Calophyllum","longifolium",57.3,1.3,2010.01,75.8,63.4,"VG-BCI-1","Calophyllum_longifolium","2010",0.575632911392405,3542.5271895628,1771.2635947814
"41","Fabaceae","Vatairea","erythrocarpa",54.8,3.14,2010.01,69.5,88.3,"VG-BCI-1","Vatairea_erythrocarpa","2010",0.6743,3720.36933722656,1860.18466861328
"42","Fabaceae","Dialium","guianense",20.6,1.3,2010.01,61.5,99.4,"VG-BCI-1","Dialium_guianense","2010",0.822510204081633,372.569725746038,186.284862873019
"43","Lauraceae","Beilschmiedia","pendula",34.8,3,2010.01,23.1,4.1,"VG-BCI-1","Beilschmiedia_pendula","2010",0.573984848484848,1014.16929166107,507.084645830537
"44","Urticaceae","Cecropia","insignis",32.9,3,2010.01,27,5.4,"VG-BCI-1","Cecropia_insignis","2010",0.340379310344828,520.883216964436,260.441608482218
"45","Urticaceae","Pourouma","bicolor",43.9,2.94,2010.01,25.8,10.3,"VG-BCI-1","Pourouma_bicolor","2010",0.38625,1229.0349712911,614.517485645551
"46","Simaroubaceae","Simarouba","amara",51,1.3,2010.01,37.2,16.5,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,1914.54609941228,957.273049706141
"47","Simaroubaceae","Simarouba","amara",31.5,1.3,2010.01,28.6,5.9,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,566.859446257455,283.429723128728
"48","Rutaceae","Zanthoxylum","ekmanii",55.2,1.3,2010.01,22,33.1,"VG-BCI-1","Zanthoxylum_ekmanii","2010",0.609970588235294,3426.02514605863,1713.01257302932
"49","Meliaceae","Trichilia","tuberculata",24.3,1.3,2010.01,30.7,38.5,"VG-BCI-1","Trichilia_tuberculata","2010",0.63409756097561,442.786833544298,221.393416772149
"50","Fabaceae","Prioria","copaifera",75.4,1.3,2010.01,31.5,30.7,"VG-BCI-1","Prioria_copaifera","2010",0.441681818181818,5257.85400746035,2628.92700373017
"51","Achariaceae","Lindackeria","laurina",29.2,1.3,2010.01,34.5,57.2,"VG-BCI-1","Lindackeria_laurina","2010",0.56,630.260688047482,315.130344023741
"52","Boraginaceae","Cordia","bicolor",20.6,1.3,2010.01,37.8,54.2,"VG-BCI-1","Cordia_bicolor","2010",0.510488636363636,231.234348586383,115.617174293191
"53","Burseraceae","Tetragastris","panamensis",32.9,1.3,2010.01,37.4,48.9,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,1086.97367250383,543.486836251916
"54","Erythropalaceae","Heisteria","concinna",31.8,1.3,2010.01,23.2,69.1,"VG-BCI-1","Heisteria_concinna","2010",0.69625,976.360236053154,488.180118026577
"55","Fabaceae","Copaifera","aromatica",56,1.3,2010.01,28.7,71.7,"VG-BCI-1","Copaifera_aromatica","2010",0.611078947368421,3555.42617167225,1777.71308583612
"56","Apocynaceae","Aspidosperma","spruceanum",75.1,1.3,2010.01,38.1,65.6,"VG-BCI-1","Aspidosperma_spruceanum","2010",0.747794520547945,8818.40394836685,4409.20197418343
"57","Myristicaceae","Virola","multiflora",39.7,1.3,2010.01,26.7,92.6,"VG-BCI-1","Virola_multiflora","2010",0.473015873015873,1168.31304248128,584.156521240641
"58","Malvaceae","Luehea","seemannii",32.2,1.3,2010.01,31.9,96.8,"VG-BCI-1","Luehea_seemannii","2010",0.567,821.072013959431,410.536006979715
"59","Fabaceae","Prioria","copaifera",65.4,1.3,2010.01,30.4,80.4,"VG-BCI-1","Prioria_copaifera","2010",0.441681818181818,3745.25288560849,1872.62644280424
"60","Rubiaceae","Alseis","blackiana",23.7,1.3,2010.01,76,94,"VG-BCI-1","Alseis_blackiana","2010",0.643,420.615781471364,210.307890735682
"61","Fabaceae","Abarema","barbouriana",26.5,1.3,2010.01,71.3,86.4,"VG-BCI-1","Abarema_barbouriana","2010",0.56675,496.007095334536,248.003547667268
"62","Fabaceae","Prioria","copaifera",112,1.3,2010.01,40.4,82.9,"VG-BCI-1","Prioria_copaifera","2010",0.441681818181818,13041.0267393265,6520.51336966326
"63","Malvaceae","Pachira","sessilis",45.8,3,2010.01,45.9,84.3,"VG-BCI-1","Pachira_sessilis","2010",0.439,1553.17860530981,776.589302654903
"64","Anacardiaceae","Spondias","radlkoferi",22.5,1.3,2010.01,42.9,87.9,"VG-BCI-1","Spondias_radlkoferi","2010",0.362724137931034,207.109490174337,103.554745087169
"65","Erythropalaceae","Heisteria","concinna",23.6,1.3,2010.01,40.2,97.3,"VG-BCI-1","Heisteria_concinna","2010",0.69625,450.442644373388,225.221322186694
"66","Fabaceae","Lonchocarpus","heptaphyllus",30.9,1.7,2010.01,58.1,93.5,"VG-BCI-1","Lonchocarpus_heptaphyllus","2010",0.740176470588235,964.027054719507,482.013527359753
"67","Rubiaceae","Alseis","blackiana",47.1,1.3,2010.01,43.5,66.7,"VG-BCI-1","Alseis_blackiana","2010",0.643,2439.47789831089,1219.73894915544
"68","Chrysobalanaceae","Licania","platypus",45.9,1.3,2010.01,54.3,77.9,"VG-BCI-1","Licania_platypus","2010",0.811142857142857,2885.49581230469,1442.74790615234
"69","Fabaceae","Prioria","copaifera",132.3,1.3,2010.01,54.4,75.4,"VG-BCI-1","Prioria_copaifera","2010",0.441681818181818,18788.2796192903,9394.13980964517
"70","Fabaceae","Tachigali","versicolor",57.8,3.5,2010.01,58.9,71.4,"VG-BCI-1","Tachigali_versicolor","2010",0.557333333333333,3503.43436661876,1751.71718330938
"71","Erythropalaceae","Heisteria","concinna",21.7,1.3,2010.01,55.6,69.1,"VG-BCI-1","Heisteria_concinna","2010",0.69625,361.549125306841,180.774562653421
"72","Bignoniaceae","Tabebuia","guayacan",28.9,1.3,2010.01,55.9,61.5,"VG-BCI-1","Tabebuia_guayacan","2010",0.7562625,828.71799338079,414.358996690395
"73","Putranjivaceae","Drypetes","standleyi",24.8,1.3,2010.01,40.3,49.1,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,520.607847207477,260.303923603739
"74","Fabaceae","Tachigali","versicolor",77.3,4.8,2010.01,44.4,49.6,"VG-BCI-1","Tachigali_versicolor","2010",0.557333333333333,7035.64940696538,3517.82470348269
"75","Bignoniaceae","Tabebuia","guayacan",21.5,1.3,2010.01,46.5,59.5,"VG-BCI-1","Tabebuia_guayacan","2010",0.7562625,383.285261103618,191.642630551809
"76","Melastomataceae","Miconia","argentea",33.5,1.3,2010.01,49,25.9,"VG-BCI-1","Miconia_argentea","2010",0.622769230769231,998.224032372042,499.112016186021
"77","Myristicaceae","Virola","surinamensis",34.8,2.17,2010.01,42.9,29.3,"VG-BCI-1","Virola_surinamensis","2010",0.473015873015873,835.76800702539,417.884003512695
"78","Salicaceae","Laetia","procera",51.8,1.3,2010.01,42.3,39.2,"VG-BCI-1","Laetia_procera","2010",0.640066666666667,3074.48620272335,1537.24310136168
"79","Clusiaceae","Garcinia","madruno",25.1,1.3,2010.01,48.1,38.7,"VG-BCI-1","Garcinia_madruno","2010",0.734594594594595,558.192977240786,279.096488620393
"80","Bignoniaceae","Jacaranda","copaia",48.6,1.3,2010.01,53.3,35.4,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,1695.31477400796,847.657387003981
"81","Fabaceae","Dialium","guianense",34.5,3.04,2010.01,42.2,2.9,"VG-BCI-1","Dialium_guianense","2010",0.822510204081633,1421.47661345658,710.738306728291
"82","Rubiaceae","Alseis","blackiana",32.3,1.3,2010.01,40.2,3.5,"VG-BCI-1","Alseis_blackiana","2010",0.643,938.574204730019,469.287102365009
"83","Arecaceae","Oenocarpus","mapora",12,1.3,2010.01,20.9,28.6,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,73.8575242714856,36.9287621357428
"84","Arecaceae","Oenocarpus","mapora",12,1.3,2010.01,20.9,28.6,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,73.8575242714856,36.9287621357428
"85","Simaroubaceae","Simarouba","amara",31.8,1.3,2010.01,24,31,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,580.849617391047,290.424808695524
"86","Lauraceae","Nectandra","purpurea",16.5,1.3,2010.01,23.9,34,"VG-BCI-1","Nectandra_purpurea","2010",0.575268292682927,145.09696682519,72.5484834125952
"87","Erythropalaceae","Heisteria","concinna",19.9,1.3,2010.01,29.2,31.4,"VG-BCI-1","Heisteria_concinna","2010",0.69625,287.962542743048,143.981271371524
"88","Malvaceae","Apeiba","membranacea",18.5,1.3,2010.01,28.3,28.2,"VG-BCI-1","Apeiba_membranacea","2010",0.278333333333333,94.9831538940661,47.491576947033
"89","Simaroubaceae","Simarouba","amara",19.2,1.3,2010.01,29.4,24.6,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,155.894338982802,77.9471694914009
"90","Simaroubaceae","Simarouba","amara",22.1,1.3,2010.01,26.5,21.1,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,225.645078495426,112.822539247713
"91","Chrysobalanaceae","Licania","hypoleuca",12.7,1.3,2010.01,33.2,27.3,"VG-BCI-1","Licania_hypoleuca","2010",0.811142857142857,102.193491359953,51.0967456799767
"92","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,30.6,37.9,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"93","Arecaceae","Oenocarpus","mapora",10.5,1.3,2010.01,30.6,37.9,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,51.8042397816914,25.9021198908457
"94","Arecaceae","Oenocarpus","mapora",10.3,1.3,2010.01,24.2,40.6,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,49.2253588701202,24.6126794350601
"95","Moraceae","Pseudolmedia","spuria",14.9,1.3,2010.01,21.3,42.8,"VG-BCI-1","Pseudolmedia_spuria","2010",0.64444,124.06095597997,62.0304779899852
"96","Arecaceae","Oenocarpus","mapora",11,1.3,2010.01,20.2,52.1,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,58.6165084076006,29.3082542038003
"97","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,20.2,52.1,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"98","Arecaceae","Oenocarpus","mapora",11.2,1.3,2010.01,28.6,51.8,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,61.4900361901295,30.7450180950647
"99","Arecaceae","Oenocarpus","mapora",11.7,1.3,2010.01,28.5,46.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,69.0538831485451,34.5269415742725
"100","Arecaceae","Oenocarpus","mapora",11.5,1.3,2010.01,28.5,46.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,65.9625998061025,32.9812999030512
"101","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,28.5,46.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"102","Arecaceae","Oenocarpus","mapora",10.4,1.3,2010.01,28.5,46.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,50.5044937812826,25.2522468906413
"103","Arecaceae","Oenocarpus","mapora",10.2,1.3,2010.01,28.5,46.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,47.9667086963928,23.9833543481964
"104","Celastraceae","Maytenus","schippii",12.7,1.3,2010.01,28.6,42.3,"VG-BCI-1","Maytenus_schippii","2010",0.709954545454546,89.4450750172739,44.722537508637
"105","Erythropalaceae","Heisteria","concinna",13.9,1.3,2010.01,44.1,59.3,"VG-BCI-1","Heisteria_concinna","2010",0.69625,111.477698986654,55.738849493327
"106","Burseraceae","Tetragastris","panamensis",22.6,1.3,2010.01,49.4,56.4,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,410.308389267886,205.154194633943
"107","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,54.1,41.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"108","Arecaceae","Oenocarpus","mapora",10.2,1.3,2010.01,54.1,41.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,47.9667086963928,23.9833543481964
"109","Elaeocarpaceae","Sloanea","zuliaensis",14.4,1.3,2010.01,57.2,51.7,"VG-BCI-1","Sloanea_zuliaensis","2010",0.622122807017544,109.400173036132,54.7000865180662
"110","Arecaceae","Oenocarpus","mapora",11.3,1.3,2010.01,59.1,49.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,62.9591344010107,31.4795672005054
"111","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,59.1,49.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"112","Putranjivaceae","Drypetes","standleyi",19.6,1.3,2010.01,41.8,36.4,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,280.926173017745,140.463086508872
"113","Elaeocarpaceae","Sloanea","zuliaensis",12.9,1.3,2010.01,40.5,39.5,"VG-BCI-1","Sloanea_zuliaensis","2010",0.622122807017544,81.7000879251072,40.8500439625536
"114","Apocynaceae","Aspidosperma","spruceanum",17.1,1.3,2010.01,49.2,32.8,"VG-BCI-1","Aspidosperma_spruceanum","2010",0.747794520547945,207.300327743818,103.650163871909
"115","Arecaceae","Oenocarpus","mapora",10.3,1.3,2010.01,46.4,25.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,49.2253588701202,24.6126794350601
"116","Fabaceae","Dialium","guianense",21,1.3,2010.01,46.1,20.6,"VG-BCI-1","Dialium_guianense","2010",0.822510204081633,391.883277915254,195.941638957627
"117","Boraginaceae","Cordia","bicolor",18.6,1.3,2010.01,49.4,21.2,"VG-BCI-1","Cordia_bicolor","2010",0.510488636363636,176.702921655505,88.3514608277524
"118","Fabaceae","Ormosia","coccinea",10.7,1.3,2010.01,55.7,36.1,"VG-BCI-1","Ormosia_coccinea","2010",0.590574074074074,47.1991885680768,23.5995942840384
"119","Lauraceae","Nectandra","purpurea",13.6,1.3,2010.01,43.7,41.6,"VG-BCI-1","Nectandra_purpurea","2010",0.575268292682927,86.9249386642864,43.4624693321432
"120","Rubiaceae","Alseis","blackiana",26.7,1.3,2010.01,1.1,2.8,"VG-BCI-1","Alseis_blackiana","2010",0.643,573.843703036134,286.921851518067
"121","Annonaceae","Guatteria","dumetorum",25.6,1.3,2010.01,1.6,15.2,"VG-BCI-1","Guatteria_dumetorum","2010",0.562571428571429,450.020728030154,225.010364015077
"122","Simaroubaceae","Simarouba","amara",44.1,1.3,2010.01,14,16,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,1333.10544440388,666.552722201939
"123","Putranjivaceae","Drypetes","standleyi",32,1.3,2010.01,16.5,14.2,"VG-BCI-1","Drypetes_standleyi","2010",0.706952380952381,1007.47653890326,503.738269451628
"124","Simaroubaceae","Simarouba","amara",21.7,1.3,2010.01,14.5,19.6,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,215.090356353998,107.545178176999
"125","Simaroubaceae","Simarouba","amara",33.2,1.3,2010.01,12,6.2,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,648.793462529756,324.396731264878
"126","Burseraceae","Tetragastris","panamensis",21.5,1.3,2010.01,18.8,7.9,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,359.990771672402,179.995385836201
"127","Burseraceae","Tetragastris","panamensis",22.9,1.3,2010.01,15.3,5.9,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,424.724185489684,212.362092744842
"128","Burseraceae","Tetragastris","panamensis",30,1.3,2010.01,0.2,24.5,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,857.224783253275,428.612391626638
"129","Fabaceae","Dialium","guianense",23.3,1.3,2010.01,4.5,26.3,"VG-BCI-1","Dialium_guianense","2010",0.822510204081633,514.619318938258,257.309659469129
"130","Bignoniaceae","Jacaranda","copaia",49.5,1.3,2010.01,13,38.9,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,1774.3135918671,887.156795933549
"131","Moraceae","Pseudolmedia","spuria",27,1.3,2010.01,14.7,29.3,"VG-BCI-1","Pseudolmedia_spuria","2010",0.64444,592.065514857926,296.032757428963
"132","Malvaceae","Pachira","sessilis",35.3,1.3,2010.01,0.4,63.5,"VG-BCI-1","Pachira_sessilis","2010",0.439,804.448262895169,402.224131447585
"133","Malvaceae","Pachira","sessilis",40.4,2.75,2010.01,10.3,79.6,"VG-BCI-1","Pachira_sessilis","2010",0.439,1133.27736823562,566.638684117809
"134","Rubiaceae","Amaioua","corymbosa",24,1.3,2010.01,14,74.2,"VG-BCI-1","Amaioua_corymbosa","2010",0.625,422.502607490332,211.251303745166
"135","Fabaceae","Lonchocarpus","heptaphyllus",36.8,1.3,2010.01,10.4,63.9,"VG-BCI-1","Lonchocarpus_heptaphyllus","2010",0.740176470588235,1508.11173664515,754.055868322576
"136","Fabaceae","Dipteryx","oleifera",77.1,3.4,2010.01,10.5,69.6,"VG-BCI-1","Dipteryx_oleifera","2010",0.9126,11450.3858211633,5725.19291058163
"137","Salicaceae","Laetia","thamnia",30.6,1.3,2010.01,15.3,68.8,"VG-BCI-1","Laetia_thamnia","2010",0.640066666666667,812.944011840168,406.472005920084
"138","Burseraceae","Tetragastris","panamensis",27.3,1.3,2010.01,6.4,85.5,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,671.563195060582,335.781597530291
"139","Fabaceae","Prioria","copaifera",68.1,2.9,2010.01,9.7,95.4,"VG-BCI-1","Prioria_copaifera","2010",0.441681818181818,4127.04415451793,2063.52207725897
"140","Erythropalaceae","Heisteria","concinna",23.7,1.3,2010.01,14.1,92.7,"VG-BCI-1","Heisteria_concinna","2010",0.69625,455.449047977352,227.724523988676
"141","Bignoniaceae","Tabebuia","guayacan",53.2,1.3,2010.01,14.7,98.9,"VG-BCI-1","Tabebuia_guayacan","2010",0.7562625,3879.47185750469,1939.73592875234
"142","Chrysobalanaceae","Hirtella","triandra",22.5,1.3,2010.01,67.6,80.7,"VG-BCI-1","Hirtella_triandra","2010",0.782736842105263,446.929805206166,223.464902603083
"143","Erythropalaceae","Heisteria","concinna",11.9,1.3,2010.01,1.9,0.3,"VG-BCI-1","Heisteria_concinna","2010",0.69625,73.7973164876905,36.8986582438453
"144","Boraginaceae","Cordia","bicolor",16.9,1.3,2010.01,4.7,14,"VG-BCI-1","Cordia_bicolor","2010",0.510488636363636,137.180746126534,68.590373063267
"145","Arecaceae","Oenocarpus","mapora",10.3,1.3,2010.01,8.2,14.9,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,49.2253588701202,24.6126794350601
"146","Arecaceae","Oenocarpus","mapora",10,1.3,2010.01,8.2,14.9,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,45.5103535269424,22.7551767634712
"147","Simaroubaceae","Simarouba","amara",33.3,1.3,2010.01,8.8,12.8,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,653.815065295758,326.907532647879
"148","Erythropalaceae","Heisteria","concinna",14.5,1.3,2010.01,8.6,8.2,"VG-BCI-1","Heisteria_concinna","2010",0.69625,124.703566566952,62.3517832834758
"149","Burseraceae","Tetragastris","panamensis",23.7,1.3,2010.01,8.9,5.5,"VG-BCI-1","Tetragastris_panamensis","2010",0.7103,464.639797168134,232.319898584067
"150","Arecaceae","Oenocarpus","mapora",11.5,1.3,2010.01,12.1,9.8,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,65.9625998061025,32.9812999030512
"151","Arecaceae","Oenocarpus","mapora",11,1.3,2010.01,12.1,9.8,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,58.6165084076006,29.3082542038003
"152","Burseraceae","Protium","confusum",14.1,1.3,2010.01,14.8,7.1,"VG-BCI-1","Protium_confusum","2010",0.575724137931034,95.7414645948333,47.8707322974166
"153","Simaroubaceae","Simarouba","amara",14.1,1.3,2010.01,13.4,11.4,"VG-BCI-1","Simarouba_amara","2010",0.414208333333333,68.8817957559193,34.4408978779596
"154","Arecaceae","Oenocarpus","mapora",10.7,1.3,2010.01,13.2,19.5,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,54.4660668682009,27.2330334341005
"155","Bignoniaceae","Jacaranda","copaia",33.8,1.3,2010.01,3.5,34,"VG-BCI-1","Jacaranda_copaia","2010",0.413321428571429,677.807845254041,338.90392262702
"156","Arecaceae","Socratea","exorrhiza",10.2,2.7,2010.01,0.7,35.5,"VG-BCI-1","Socratea_exorrhiza","2010",0.23,16.1883242849161,8.09416214245806
"157","Arecaceae","Socratea","exorrhiza",12.1,2.2,2010.01,11.6,28.2,"VG-BCI-1","Socratea_exorrhiza","2010",0.23,25.481793032685,12.7408965163425
"158","Fabaceae","Copaifera","aromatica",13.3,1.3,2010.01,7.4,38.3,"VG-BCI-1","Copaifera_aromatica","2010",0.611078947368421,87.0273772164417,43.5136886082209
"159","Arecaceae","Oenocarpus","mapora",10.3,1.3,2010.01,7.2,20.3,"VG-BCI-1","Oenocarpus_mapora","2010",0.6815,49.2253588701202,24.6126794350601
